Contig,accession
A_C_D_contig_7858,PF00281.14
A_C_D_contig_6899,PF00281.14
A_C_D_contig_14218,PF00281.14
A_C_D_contig_26083,PF00281.14
A_C_D_contig_20096,PF00281.14
A_C_D_contig_32874,PF00281.14
A_C_D_contig_68404,PF00281.14
A_C_D_contig_2901,PF00281.14
A_C_D_contig_8534,PF00281.14
A_C_D_contig_2939,PF00281.14
A_C_D_contig_48467,PF00281.14
A_C_D_contig_21561,PF00281.14
A_C_D_contig_34369,PF00281.14
A_C_D_contig_48083,PF00281.14
A_C_D_contig_57554,PF00281.14
A_C_D_contig_10608,PF00281.14
A_C_D_contig_67544,PF00281.14
A_C_D_contig_16864,PF00281.14
A_C_D_contig_16182,PF00281.14
A_C_D_contig_35221,PF00281.14
A_C_D_contig_68554,PF00281.14
A_C_D_contig_54665,PF00281.14
A_C_D_contig_1249,PF00281.14
A_C_D_contig_68029,PF00281.14
A_C_D_contig_23316,PF00281.14
A_C_D_contig_79837,PF00281.14
A_C_D_contig_10543,PF00281.14
A_C_D_contig_32982,PF00281.14
A_C_D_contig_45559,PF00281.14
A_C_D_contig_22615,PF00281.14
A_C_D_contig_7819,PF00281.14
A_C_D_contig_15530,PF00281.14
A_C_D_contig_77661,PF00281.14
A_C_D_contig_28075,PF00281.14
A_C_D_contig_78757,PF00281.14
A_C_D_contig_54144,PF00281.14
A_C_D_contig_23744,PF00281.14
A_C_D_contig_45663,PF00281.14
A_C_D_contig_65658,PF00281.14
A_C_D_contig_7056,PF00281.14
A_C_D_contig_59483,PF00281.14
A_C_D_contig_15529,PF00281.14
A_C_D_contig_285,PF00281.14
A_C_D_contig_55417,PF00281.14
A_C_D_contig_28234,PF00281.14
A_C_D_contig_139,PF00281.14
A_C_D_contig_74313,PF00281.14
A_C_D_contig_72670,PF00281.14
A_C_D_contig_57235,PF00281.14
A_C_D_contig_3220,PF00281.14
A_C_D_contig_79152,PF00281.14
A_C_D_contig_8474,PF00281.14
A_C_D_contig_12836,PF00281.14
A_C_D_contig_2491,PF00281.14
A_C_D_contig_19961,PF00281.14
A_C_D_contig_76344,PF00281.14
A_C_D_contig_7817,PF00281.14
A_C_D_contig_38727,PF00281.14
A_C_D_contig_7745,PF00281.14
A_C_D_contig_18825,PF00281.14
A_C_D_contig_68887,PF00281.14
A_C_D_contig_511,PF00281.14
A_C_D_contig_23927,PF00281.14
A_C_D_contig_7271,PF00281.14
A_C_D_contig_56280,PF00281.14
A_C_D_contig_28472,PF00281.14
A_C_D_contig_9566,PF00281.14
A_C_D_contig_12291,PF00281.14
A_C_D_contig_4640,PF00281.14
A_C_D_contig_28986,PF00281.14
A_C_D_contig_41979,PF00281.14
A_C_D_contig_9746,PF00281.14
A_C_D_contig_3449,PF00281.14
A_C_D_contig_36242,PF00281.14
A_C_D_contig_70462,PF00281.14
A_C_D_contig_6167,PF00281.14
A_C_D_contig_30743,PF00281.14
A_C_D_contig_26589,PF00281.14
A_C_D_contig_27898,PF00281.14
A_C_D_contig_56462,PF00281.14
A_C_D_contig_23859,PF00281.14
A_C_D_contig_137,PF00281.14
A_C_D_contig_1205,PF00281.14
A_C_D_contig_11675,PF00281.14
A_C_D_contig_11457,PF00281.14
A_C_D_contig_2416,PF00281.14
A_C_D_contig_19073,PF00281.14
A_C_D_contig_14753,PF00281.14
A_C_D_contig_20144,PF00281.14
A_C_D_contig_52201,PF00281.14
A_C_D_contig_74720,PF00281.14
A_C_D_contig_7897,PF00281.14
A_C_D_contig_31697,PF00281.14
A_C_D_contig_39624,PF00281.14
A_C_D_contig_8660,PF00281.14
A_C_D_contig_41101,PF00281.14
A_C_D_contig_80150,PF00281.14
A_C_D_contig_2175,PF00281.14
A_C_D_contig_14531,PF00281.14
A_C_D_contig_15587,PF00297.17
A_C_D_contig_79262,PF00297.17
A_C_D_contig_8647,PF00297.17
A_C_D_contig_4482,PF00297.17
A_C_D_contig_7069,PF00297.17
A_C_D_contig_49490,PF00297.17
A_C_D_contig_3838,PF00297.17
A_C_D_contig_44737,PF00297.17
A_C_D_contig_25048,PF00297.17
A_C_D_contig_17343,PF00297.17
A_C_D_contig_3031,PF00297.17
A_C_D_contig_7026,PF00297.17
A_C_D_contig_1806,PF00297.17
A_C_D_contig_24425,PF00297.17
A_C_D_contig_22429,PF00297.17
A_C_D_contig_29807,PF00297.17
A_C_D_contig_56256,PF00297.17
A_C_D_contig_7858,PF00297.17
A_C_D_contig_81951,PF00297.17
A_C_D_contig_1728,PF00297.17
A_C_D_contig_469,PF00297.17
A_C_D_contig_19570,PF00297.17
A_C_D_contig_82927,PF00297.17
A_C_D_contig_12560,PF00297.17
A_C_D_contig_642,PF00297.17
A_C_D_contig_9090,PF00297.17
A_C_D_contig_67926,PF00297.17
A_C_D_contig_2901,PF00297.17
A_C_D_contig_6167,PF00297.17
A_C_D_contig_4657,PF00297.17
A_C_D_contig_4837,PF00297.17
A_C_D_contig_57636,PF00297.17
A_C_D_contig_7425,PF00297.17
A_C_D_contig_6899,PF00297.17
A_C_D_contig_17776,PF00297.17
A_C_D_contig_75726,PF00297.17
A_C_D_contig_28075,PF00297.17
A_C_D_contig_1205,PF00297.17
A_C_D_contig_139,PF00297.17
A_C_D_contig_48265,PF00297.17
A_C_D_contig_45503,PF00297.17
A_C_D_contig_1398,PF00297.17
A_C_D_contig_7745,PF00297.17
A_C_D_contig_9566,PF00297.17
A_C_D_contig_81580,PF00297.17
A_C_D_contig_16556,PF00297.17
A_C_D_contig_76578,PF00297.17
A_C_D_contig_24462,PF00297.17
A_C_D_contig_25866,PF00297.17
A_C_D_contig_39758,PF00297.17
A_C_D_contig_45890,PF00297.17
A_C_D_contig_13391,PF00297.17
A_C_D_contig_8660,PF00297.17
A_C_D_contig_79144,PF00297.17
A_C_D_contig_1373,PF00297.17
A_C_D_contig_41868,PF00297.17
A_C_D_contig_49452,PF00297.17
A_C_D_contig_12351,PF00297.17
A_C_D_contig_54665,PF00297.17
A_C_D_contig_9263,PF00297.17
A_C_D_contig_1249,PF00297.17
A_C_D_contig_56503,PF00297.17
A_C_D_contig_17513,PF00297.17
A_C_D_contig_12030,PF00297.17
A_C_D_contig_8534,PF00297.17
A_C_D_contig_78433,PF00297.17
A_C_D_contig_43272,PF00297.17
A_C_D_contig_39093,PF00297.17
A_C_D_contig_20579,PF00297.17
A_C_D_contig_511,PF00297.17
A_C_D_contig_9264,PF00297.17
A_C_D_contig_50415,PF00297.17
A_C_D_contig_1041,PF00297.17
A_C_D_contig_23125,PF00297.17
A_C_D_contig_77583,PF00297.17
A_C_D_contig_55679,PF00297.17
A_C_D_contig_285,PF00297.17
A_C_D_contig_28986,PF00297.17
A_C_D_contig_18691,PF00297.17
A_C_D_contig_46286,PF00297.17
A_C_D_contig_18825,PF00297.17
A_C_D_contig_20386,PF00297.17
A_C_D_contig_31838,PF00297.17
A_C_D_contig_5436,PF00297.17
A_C_D_contig_71738,PF00297.17
A_C_D_contig_7897,PF00297.17
A_C_D_contig_14980,PF00297.17
A_C_D_contig_42515,PF00297.17
A_C_D_contig_68060,PF00297.17
A_C_D_contig_137,PF00297.17
A_C_D_contig_30340,PF00297.17
A_C_D_contig_12736,PF00297.17
A_C_D_contig_9337,PF00297.17
A_C_D_contig_58506,PF00297.17
A_C_D_contig_45178,PF00297.17
A_C_D_contig_2416,PF00297.17
A_C_D_contig_10724,PF00297.17
A_C_D_contig_33390,PF00297.17
A_C_D_contig_38242,PF00297.17
A_C_D_contig_77989,PF00297.17
A_C_D_contig_25410,PF00297.17
A_C_D_contig_38439,PF00297.17
A_C_D_contig_7321,PF00297.17
A_C_D_contig_13420,PF00347.18
A_C_D_contig_9717,PF00347.18
A_C_D_contig_41101,PF00347.18
A_C_D_contig_23859,PF00347.18
A_C_D_contig_6899,PF00347.18
A_C_D_contig_2491,PF00347.18
A_C_D_contig_4491,PF00347.18
A_C_D_contig_20144,PF00347.18
A_C_D_contig_1806,PF00347.18
A_C_D_contig_12836,PF00347.18
A_C_D_contig_4640,PF00347.18
A_C_D_contig_35221,PF00347.18
A_C_D_contig_33983,PF00347.18
A_C_D_contig_8647,PF00347.18
A_C_D_contig_64095,PF00347.18
A_C_D_contig_12560,PF00347.18
A_C_D_contig_20096,PF00347.18
A_C_D_contig_11457,PF00347.18
A_C_D_contig_14753,PF00347.18
A_C_D_contig_2901,PF00347.18
A_C_D_contig_32874,PF00347.18
A_C_D_contig_25545,PF00347.18
A_C_D_contig_34369,PF00347.18
A_C_D_contig_9566,PF00347.18
A_C_D_contig_6545,PF00347.18
A_C_D_contig_1249,PF00347.18
A_C_D_contig_61273,PF00347.18
A_C_D_contig_52777,PF00347.18
A_C_D_contig_4482,PF00347.18
A_C_D_contig_18825,PF00347.18
A_C_D_contig_8952,PF00347.18
A_C_D_contig_13201,PF00347.18
A_C_D_contig_35147,PF00347.18
A_C_D_contig_7056,PF00347.18
A_C_D_contig_26589,PF00347.18
A_C_D_contig_41979,PF00347.18
A_C_D_contig_71228,PF00347.18
A_C_D_contig_1558,PF00347.18
A_C_D_contig_54144,PF00347.18
A_C_D_contig_36064,PF00347.18
A_C_D_contig_74909,PF00347.18
A_C_D_contig_8660,PF00347.18
A_C_D_contig_16182,PF00347.18
A_C_D_contig_2939,PF00347.18
A_C_D_contig_48467,PF00347.18
A_C_D_contig_3449,PF00347.18
A_C_D_contig_7858,PF00347.18
A_C_D_contig_3220,PF00347.18
A_C_D_contig_23744,PF00347.18
A_C_D_contig_19911,PF00347.18
A_C_D_contig_139,PF00347.18
A_C_D_contig_7897,PF00347.18
A_C_D_contig_56653,PF00347.18
A_C_D_contig_64660,PF00347.18
A_C_D_contig_7271,PF00347.18
A_C_D_contig_28344,PF00347.18
A_C_D_contig_6167,PF00347.18
A_C_D_contig_3213,PF00347.18
A_C_D_contig_9090,PF00347.18
A_C_D_contig_30743,PF00347.18
A_C_D_contig_10724,PF00347.18
A_C_D_contig_2175,PF00347.18
A_C_D_contig_10543,PF00347.18
A_C_D_contig_7817,PF00347.18
A_C_D_contig_65215,PF00347.18
A_C_D_contig_7745,PF00347.18
A_C_D_contig_16601,PF00347.18
A_C_D_contig_59346,PF00347.18
A_C_D_contig_7026,PF00347.18
A_C_D_contig_21561,PF00347.18
A_C_D_contig_54665,PF00347.18
A_C_D_contig_469,PF00347.18
A_C_D_contig_23110,PF00347.18
A_C_D_contig_9272,PF00347.18
A_C_D_contig_16864,PF00347.18
A_C_D_contig_9586,PF00347.18
A_C_D_contig_74947,PF00347.18
A_C_D_contig_22476,PF00347.18
A_C_D_contig_22615,PF00347.18
A_C_D_contig_8534,PF00347.18
A_C_D_contig_30980,PF00347.18
A_C_D_contig_14411,PF00347.18
A_C_D_contig_285,PF00347.18
A_C_D_contig_7819,PF00347.18
A_C_D_contig_57554,PF00347.18
A_C_D_contig_3743,PF00347.18
A_C_D_contig_14567,PF00347.18
A_C_D_contig_511,PF00347.18
A_C_D_contig_39624,PF00347.18
A_C_D_contig_74313,PF00347.18
A_C_D_contig_4837,PF00347.18
A_C_D_contig_74062,PF00347.18
A_C_D_contig_11736,PF00347.18
A_C_D_contig_3838,PF00347.18
A_C_D_contig_59957,PF00347.18
A_C_D_contig_1205,PF00347.18
A_C_D_contig_2383,PF00347.18
A_C_D_contig_23316,PF00347.18
A_C_D_contig_55289,PF00347.18
A_C_D_contig_29781,PF00347.18
A_C_D_contig_57003,PF00347.18
A_C_D_contig_83313,PF00347.18
A_C_D_contig_137,PF00347.18
A_C_D_contig_55417,PF00347.18
A_C_D_contig_28472,PF00347.18
A_C_D_contig_37340,PF00347.18
A_C_D_contig_54668,PF00347.18
A_C_D_contig_2416,PF00347.18
A_C_D_contig_83606,PF00347.18
A_C_D_contig_8474,PF00347.18
A_C_D_contig_78228,PF00347.18
A_C_D_contig_68481,PF00347.18
A_C_D_contig_35333,PF00347.18
A_C_D_contig_14568,PF00347.18
A_C_D_contig_32882,PF00347.18
A_C_D_contig_48347,PF00347.18
A_C_D_contig_83606,PF00347.18
A_C_D_contig_26083,PF00347.18
A_C_D_contig_16381,PF00347.18
A_C_D_contig_21961,PF00347.18
A_C_D_contig_27898,PF00347.18
A_C_D_contig_75396,PF00366.15
A_C_D_contig_7858,PF00366.15
A_C_D_contig_30980,PF00366.15
A_C_D_contig_49008,PF00366.15
A_C_D_contig_32874,PF00366.15
A_C_D_contig_2851,PF00366.15
A_C_D_contig_10724,PF00366.15
A_C_D_contig_42472,PF00366.15
A_C_D_contig_80013,PF00366.15
A_C_D_contig_3220,PF00366.15
A_C_D_contig_3838,PF00366.15
A_C_D_contig_6899,PF00366.15
A_C_D_contig_2939,PF00366.15
A_C_D_contig_3031,PF00366.15
A_C_D_contig_42939,PF00366.15
A_C_D_contig_20096,PF00366.15
A_C_D_contig_29512,PF00366.15
A_C_D_contig_32982,PF00366.15
A_C_D_contig_8961,PF00366.15
A_C_D_contig_8647,PF00366.15
A_C_D_contig_12560,PF00366.15
A_C_D_contig_35131,PF00366.15
A_C_D_contig_1806,PF00366.15
A_C_D_contig_7026,PF00366.15
A_C_D_contig_82142,PF00366.15
A_C_D_contig_9717,PF00366.15
A_C_D_contig_10608,PF00366.15
A_C_D_contig_642,PF00366.15
A_C_D_contig_78757,PF00366.15
A_C_D_contig_469,PF00366.15
A_C_D_contig_11675,PF00366.15
A_C_D_contig_41979,PF00366.15
A_C_D_contig_2901,PF00366.15
A_C_D_contig_25545,PF00366.15
A_C_D_contig_65658,PF00366.15
A_C_D_contig_80050,PF00366.15
A_C_D_contig_43196,PF00366.15
A_C_D_contig_23744,PF00366.15
A_C_D_contig_10113,PF00366.15
A_C_D_contig_7577,PF00366.15
A_C_D_contig_54265,PF00366.15
A_C_D_contig_56864,PF00366.15
A_C_D_contig_35221,PF00366.15
A_C_D_contig_1373,PF00366.15
A_C_D_contig_54144,PF00366.15
A_C_D_contig_63095,PF00366.15
A_C_D_contig_139,PF00366.15
A_C_D_contig_16182,PF00366.15
A_C_D_contig_9746,PF00366.15
A_C_D_contig_14218,PF00366.15
A_C_D_contig_5543,PF00366.15
A_C_D_contig_10543,PF00366.15
A_C_D_contig_28233,PF00366.15
A_C_D_contig_1205,PF00366.15
A_C_D_contig_4482,PF00366.15
A_C_D_contig_43810,PF00366.15
A_C_D_contig_22615,PF00366.15
A_C_D_contig_24127,PF00366.15
A_C_D_contig_18825,PF00366.15
A_C_D_contig_57235,PF00366.15
A_C_D_contig_33023,PF00366.15
A_C_D_contig_19961,PF00366.15
A_C_D_contig_25799,PF00366.15
A_C_D_contig_74313,PF00366.15
A_C_D_contig_8534,PF00366.15
A_C_D_contig_21561,PF00366.15
A_C_D_contig_48467,PF00366.15
A_C_D_contig_9566,PF00366.15
A_C_D_contig_9730,PF00366.15
A_C_D_contig_28472,PF00366.15
A_C_D_contig_1249,PF00366.15
A_C_D_contig_80324,PF00366.15
A_C_D_contig_57657,PF00366.15
A_C_D_contig_285,PF00366.15
A_C_D_contig_48645,PF00366.15
A_C_D_contig_511,PF00366.15
A_C_D_contig_54665,PF00366.15
A_C_D_contig_8660,PF00366.15
A_C_D_contig_4837,PF00366.15
A_C_D_contig_9103,PF00366.15
A_C_D_contig_67544,PF00366.15
A_C_D_contig_19073,PF00366.15
A_C_D_contig_30743,PF00366.15
A_C_D_contig_58832,PF00366.15
A_C_D_contig_9090,PF00366.15
A_C_D_contig_4640,PF00366.15
A_C_D_contig_72670,PF00366.15
A_C_D_contig_38727,PF00366.15
A_C_D_contig_66821,PF00366.15
A_C_D_contig_27898,PF00366.15
A_C_D_contig_137,PF00366.15
A_C_D_contig_6418,PF00366.15
A_C_D_contig_2491,PF00366.15
A_C_D_contig_36242,PF00366.15
A_C_D_contig_55178,PF00366.15
A_C_D_contig_7271,PF00366.15
A_C_D_contig_52201,PF00366.15
A_C_D_contig_23927,PF00366.15
A_C_D_contig_16864,PF00366.15
A_C_D_contig_32882,PF00366.15
A_C_D_contig_2416,PF00366.15
A_C_D_contig_27516,PF00366.15
A_C_D_contig_59657,PF00366.15
A_C_D_contig_8474,PF00366.15
A_C_D_contig_11457,PF00366.15
A_C_D_contig_39624,PF00366.15
A_C_D_contig_49995,PF00366.15
A_C_D_contig_23859,PF00366.15
A_C_D_contig_3449,PF00366.15
A_C_D_contig_26589,PF00366.15
A_C_D_contig_28986,PF00366.15
A_C_D_contig_14531,PF00366.15
A_C_D_contig_6167,PF00366.15
A_C_D_contig_7745,PF00366.15
A_C_D_contig_44727,PF00366.15
A_C_D_contig_7056,PF00366.15
A_C_D_contig_15530,PF00366.15
A_C_D_contig_76365,PF00366.15
A_C_D_contig_28075,PF00366.15
A_C_D_contig_46854,PF00366.15
A_C_D_contig_49919,PF00366.15
A_C_D_contig_71830,PF00380.14
A_C_D_contig_13084,PF00380.14
A_C_D_contig_10405,PF00380.14
A_C_D_contig_18105,PF00380.14
A_C_D_contig_9433,PF00380.14
A_C_D_contig_2148,PF00380.14
A_C_D_contig_6429,PF00380.14
A_C_D_contig_15349,PF00380.14
A_C_D_contig_1902,PF00380.14
A_C_D_contig_7799,PF00380.14
A_C_D_contig_7423,PF00380.14
A_C_D_contig_1045,PF00380.14
A_C_D_contig_61669,PF00380.14
A_C_D_contig_9566,PF00380.14
A_C_D_contig_60561,PF00380.14
A_C_D_contig_23344,PF00380.14
A_C_D_contig_51294,PF00380.14
A_C_D_contig_3091,PF00380.14
A_C_D_contig_603,PF00380.14
A_C_D_contig_38971,PF00380.14
A_C_D_contig_23121,PF00380.14
A_C_D_contig_13096,PF00380.14
A_C_D_contig_68163,PF00380.14
A_C_D_contig_32916,PF00380.14
A_C_D_contig_12836,PF00380.14
A_C_D_contig_12115,PF00380.14
A_C_D_contig_4893,PF00380.14
A_C_D_contig_17319,PF00380.14
A_C_D_contig_19286,PF00380.14
A_C_D_contig_9338,PF00380.14
A_C_D_contig_10583,PF00380.14
A_C_D_contig_46321,PF00380.14
A_C_D_contig_4517,PF00380.14
A_C_D_contig_14677,PF00380.14
A_C_D_contig_62891,PF00380.14
A_C_D_contig_10245,PF00380.14
A_C_D_contig_32573,PF00380.14
A_C_D_contig_76099,PF00380.14
A_C_D_contig_54752,PF00380.14
A_C_D_contig_46074,PF00380.14
A_C_D_contig_17793,PF00380.14
A_C_D_contig_1479,PF00380.14
A_C_D_contig_64233,PF00380.14
A_C_D_contig_831,PF00380.14
A_C_D_contig_26563,PF00380.14
A_C_D_contig_7056,PF00380.14
A_C_D_contig_53703,PF00380.14
A_C_D_contig_41010,PF00380.14
A_C_D_contig_49987,PF00380.14
A_C_D_contig_2274,PF00380.14
A_C_D_contig_2214,PF00380.14
A_C_D_contig_2651,PF00380.14
A_C_D_contig_36497,PF00380.14
A_C_D_contig_26824,PF00380.14
A_C_D_contig_44921,PF00380.14
A_C_D_contig_59105,PF00380.14
A_C_D_contig_1558,PF00380.14
A_C_D_contig_21539,PF00380.14
A_C_D_contig_21538,PF00380.14
A_C_D_contig_28661,PF00380.14
A_C_D_contig_61768,PF00380.14
A_C_D_contig_51580,PF00380.14
A_C_D_contig_10453,PF00380.14
A_C_D_contig_5008,PF00380.14
A_C_D_contig_63362,PF00380.14
A_C_D_contig_114,PF00380.14
A_C_D_contig_56323,PF00380.14
A_C_D_contig_1799,PF00380.14
A_C_D_contig_3743,PF00380.14
A_C_D_contig_72583,PF00380.14
A_C_D_contig_42367,PF00380.14
A_C_D_contig_65703,PF00380.14
A_C_D_contig_5375,PF00380.14
A_C_D_contig_5932,PF00380.14
A_C_D_contig_67458,PF00380.14
A_C_D_contig_30624,PF00380.14
A_C_D_contig_33921,PF00380.14
A_C_D_contig_8534,PF00380.14
A_C_D_contig_78045,PF00380.14
A_C_D_contig_137,PF00380.14
A_C_D_contig_59690,PF00380.14
A_C_D_contig_55117,PF00380.14
A_C_D_contig_27714,PF00380.14
A_C_D_contig_3449,PF00380.14
A_C_D_contig_34826,PF00380.14
A_C_D_contig_15849,PF00380.14
A_C_D_contig_78346,PF00380.14
A_C_D_contig_53612,PF00380.14
A_C_D_contig_7745,PF00380.14
A_C_D_contig_21464,PF00380.14
A_C_D_contig_5158,PF00380.14
A_C_D_contig_14750,PF00380.14
A_C_D_contig_54607,PF00380.14
A_C_D_contig_3363,PF00380.14
A_C_D_contig_8660,PF00380.14
A_C_D_contig_10888,PF00380.14
A_C_D_contig_36796,PF00380.14
A_C_D_contig_74463,PF00380.14
A_C_D_contig_27559,PF00380.14
A_C_D_contig_81568,PF00380.14
A_C_D_contig_4674,PF00380.14
A_C_D_contig_34355,PF00380.14
A_C_D_contig_56892,PF00380.14
A_C_D_contig_17420,PF00380.14
A_C_D_contig_78208,PF00380.14
A_C_D_contig_70448,PF00380.14
A_C_D_contig_68369,PF00380.14
A_C_D_contig_22236,PF00380.14
A_C_D_contig_37349,PF00380.14
A_C_D_contig_32258,PF00380.14
A_C_D_contig_73527,PF00380.14
A_C_D_contig_40760,PF00380.14
A_C_D_contig_62801,PF00380.14
A_C_D_contig_65276,PF00380.14
A_C_D_contig_76217,PF00380.14
A_C_D_contig_53916,PF00380.14
A_C_D_contig_8647,PF00410.14
A_C_D_contig_4482,PF00410.14
A_C_D_contig_23110,PF00410.14
A_C_D_contig_10724,PF00410.14
A_C_D_contig_14411,PF00410.14
A_C_D_contig_42974,PF00410.14
A_C_D_contig_14568,PF00410.14
A_C_D_contig_13201,PF00410.14
A_C_D_contig_2939,PF00410.14
A_C_D_contig_4491,PF00410.14
A_C_D_contig_25545,PF00410.14
A_C_D_contig_9717,PF00410.14
A_C_D_contig_30980,PF00410.14
A_C_D_contig_41979,PF00410.14
A_C_D_contig_13420,PF00410.14
A_C_D_contig_12560,PF00410.14
A_C_D_contig_2901,PF00410.14
A_C_D_contig_7858,PF00410.14
A_C_D_contig_6167,PF00410.14
A_C_D_contig_54665,PF00410.14
A_C_D_contig_9090,PF00410.14
A_C_D_contig_7026,PF00410.14
A_C_D_contig_3220,PF00410.14
A_C_D_contig_74947,PF00410.14
A_C_D_contig_48467,PF00410.14
A_C_D_contig_3838,PF00410.14
A_C_D_contig_1558,PF00410.14
A_C_D_contig_1806,PF00410.14
A_C_D_contig_20096,PF00410.14
A_C_D_contig_469,PF00410.14
A_C_D_contig_23744,PF00410.14
A_C_D_contig_2175,PF00410.14
A_C_D_contig_64095,PF00410.14
A_C_D_contig_34369,PF00410.14
A_C_D_contig_16182,PF00410.14
A_C_D_contig_14567,PF00410.14
A_C_D_contig_511,PF00410.14
A_C_D_contig_6899,PF00410.14
A_C_D_contig_4837,PF00410.14
A_C_D_contig_54144,PF00410.14
A_C_D_contig_10543,PF00410.14
A_C_D_contig_32874,PF00410.14
A_C_D_contig_7817,PF00410.14
A_C_D_contig_139,PF00410.14
A_C_D_contig_37340,PF00410.14
A_C_D_contig_285,PF00410.14
A_C_D_contig_35221,PF00410.14
A_C_D_contig_28472,PF00410.14
A_C_D_contig_22615,PF00410.14
A_C_D_contig_61273,PF00410.14
A_C_D_contig_7819,PF00410.14
A_C_D_contig_71228,PF00410.14
A_C_D_contig_1249,PF00410.14
A_C_D_contig_52777,PF00410.14
A_C_D_contig_30743,PF00410.14
A_C_D_contig_28344,PF00410.14
A_C_D_contig_3743,PF00410.14
A_C_D_contig_23316,PF00410.14
A_C_D_contig_26083,PF00410.14
A_C_D_contig_9566,PF00410.14
A_C_D_contig_7056,PF00410.14
A_C_D_contig_8474,PF00410.14
A_C_D_contig_41101,PF00410.14
A_C_D_contig_20144,PF00410.14
A_C_D_contig_59483,PF00410.14
A_C_D_contig_12836,PF00410.14
A_C_D_contig_23859,PF00410.14
A_C_D_contig_35147,PF00410.14
A_C_D_contig_4640,PF00410.14
A_C_D_contig_39624,PF00410.14
A_C_D_contig_29781,PF00410.14
A_C_D_contig_11457,PF00410.14
A_C_D_contig_2491,PF00410.14
A_C_D_contig_74062,PF00410.14
A_C_D_contig_48347,PF00410.14
A_C_D_contig_10113,PF00410.14
A_C_D_contig_32882,PF00410.14
A_C_D_contig_14753,PF00410.14
A_C_D_contig_21561,PF00410.14
A_C_D_contig_68029,PF00410.14
A_C_D_contig_54668,PF00410.14
A_C_D_contig_1205,PF00410.14
A_C_D_contig_16601,PF00410.14
A_C_D_contig_16864,PF00410.14
A_C_D_contig_9272,PF00410.14
A_C_D_contig_8534,PF00410.14
A_C_D_contig_137,PF00410.14
A_C_D_contig_8952,PF00410.14
A_C_D_contig_79152,PF00410.14
A_C_D_contig_33983,PF00410.14
A_C_D_contig_31697,PF00410.14
A_C_D_contig_57554,PF00410.14
A_C_D_contig_7271,PF00410.14
A_C_D_contig_8660,PF00410.14
A_C_D_contig_56462,PF00410.14
A_C_D_contig_2416,PF00410.14
A_C_D_contig_19911,PF00410.14
A_C_D_contig_27898,PF00410.14
A_C_D_contig_3213,PF00410.14
A_C_D_contig_56280,PF00410.14
A_C_D_contig_49924,PF00410.14
A_C_D_contig_11675,PF00410.14
A_C_D_contig_55417,PF00410.14
A_C_D_contig_52201,PF00410.14
A_C_D_contig_74313,PF00410.14
A_C_D_contig_3449,PF00410.14
A_C_D_contig_7745,PF00410.14
A_C_D_contig_55289,PF00410.14
A_C_D_contig_79837,PF00410.14
A_C_D_contig_68404,PF00410.14
A_C_D_contig_74909,PF00410.14
A_C_D_contig_9586,PF00410.14
A_C_D_contig_65215,PF00410.14
A_C_D_contig_65215,PF00410.14
A_C_D_contig_75396,PF00410.14
A_C_D_contig_64660,PF00410.14
A_C_D_contig_9746,PF00410.14
A_C_D_contig_59346,PF00410.14
A_C_D_contig_68887,PF00410.14
A_C_D_contig_77661,PF00410.14
A_C_D_contig_11736,PF00410.14
A_C_D_contig_36064,PF00410.14
A_C_D_contig_76344,PF00410.14
A_C_D_contig_45663,PF00410.14
A_C_D_contig_70462,PF00410.14
A_C_D_contig_68554,PF00410.14
A_C_D_contig_12291,PF00410.14
A_C_D_contig_77681,PF00410.14
A_C_D_contig_8647,PF00411.14
A_C_D_contig_9717,PF00411.14
A_C_D_contig_68520,PF00411.14
A_C_D_contig_6899,PF00411.14
A_C_D_contig_12560,PF00411.14
A_C_D_contig_15990,PF00411.14
A_C_D_contig_37076,PF00411.14
A_C_D_contig_1902,PF00411.14
A_C_D_contig_13402,PF00411.14
A_C_D_contig_1848,PF00411.14
A_C_D_contig_4837,PF00411.14
A_C_D_contig_7858,PF00411.14
A_C_D_contig_9586,PF00411.14
A_C_D_contig_469,PF00411.14
A_C_D_contig_13014,PF00411.14
A_C_D_contig_7241,PF00411.14
A_C_D_contig_10272,PF00411.14
A_C_D_contig_17292,PF00411.14
A_C_D_contig_2939,PF00411.14
A_C_D_contig_40390,PF00411.14
A_C_D_contig_8534,PF00411.14
A_C_D_contig_1806,PF00411.14
A_C_D_contig_15462,PF00411.14
A_C_D_contig_5592,PF00411.14
A_C_D_contig_3838,PF00411.14
A_C_D_contig_26824,PF00411.14
A_C_D_contig_21524,PF00411.14
A_C_D_contig_20096,PF00411.14
A_C_D_contig_3220,PF00411.14
A_C_D_contig_76527,PF00411.14
A_C_D_contig_6167,PF00411.14
A_C_D_contig_26432,PF00411.14
A_C_D_contig_18249,PF00411.14
A_C_D_contig_41020,PF00411.14
A_C_D_contig_7026,PF00411.14
A_C_D_contig_8660,PF00411.14
A_C_D_contig_42872,PF00411.14
A_C_D_contig_17420,PF00411.14
A_C_D_contig_43365,PF00411.14
A_C_D_contig_52167,PF00411.14
A_C_D_contig_83501,PF00411.14
A_C_D_contig_68075,PF00411.14
A_C_D_contig_603,PF00411.14
A_C_D_contig_12836,PF00411.14
A_C_D_contig_65657,PF00411.14
A_C_D_contig_60561,PF00411.14
A_C_D_contig_52609,PF00411.14
A_C_D_contig_46321,PF00411.14
A_C_D_contig_1558,PF00411.14
A_C_D_contig_7056,PF00411.14
